frame,timestamp_sec,track_id,class,confidence,x1,y1,x2,y2
2171,72.48,244,boneka-dummy,0.7984,228,529,794,1079
2171,72.48,248,boneka-asli,0.7999,1426,450,1763,871
2171,72.48,252,boneka-asli,0.5310,1228,865,1485,1062
2172,72.52,209,boneka-dummy,0.8067,1094,514,1385,823
2172,72.52,244,boneka-dummy,0.7984,228,521,797,1079
2172,72.52,248,boneka-asli,0.7999,1424,446,1763,866
2173,72.55,209,boneka-dummy,0.8067,1094,513,1385,818
2173,72.55,244,boneka-dummy,0.7984,226,513,798,1079
2173,72.55,248,boneka-asli,0.7999,1421,441,1762,862
2174,72.58,209,boneka-dummy,0.8067,1084,492,1393,815
2174,72.58,244,boneka-dummy,0.7984,224,508,796,1079
2174,72.58,248,boneka-asli,0.7999,1417,437,1761,859
2175,72.62,209,boneka-dummy,0.8067,1077,478,1398,813
2175,72.62,244,boneka-dummy,0.7984,222,505,792,1079
2175,72.62,248,boneka-asli,0.7999,1413,435,1759,858
2176,72.65,209,boneka-dummy,0.8067,1076,478,1396,812
2176,72.65,244,boneka-dummy,0.7984,222,504,789,1079
2176,72.65,248,boneka-asli,0.7999,1410,435,1758,858
2177,72.68,209,boneka-dummy,0.8067,1078,484,1392,811
2177,72.68,244,boneka-dummy,0.7984,222,503,786,1079
2177,72.68,248,boneka-asli,0.7999,1410,435,1756,855
2178,72.72,209,boneka-dummy,0.8067,1069,465,1399,809
2178,72.72,244,boneka-dummy,0.7984,223,501,787,1079
2178,72.72,248,boneka-asli,0.7999,1410,433,1755,850
2179,72.75,209,boneka-dummy,0.8067,1071,468,1395,807
2179,72.75,244,boneka-dummy,0.7984,227,497,791,1079
2179,72.75,248,boneka-asli,0.7999,1408,431,1754,849
2180,72.78,209,boneka-dummy,0.8067,1069,463,1397,806
2180,72.78,244,boneka-dummy,0.7984,229,492,795,1079
2180,72.78,248,boneka-asli,0.7999,1408,428,1754,844
2181,72.82,209,boneka-dummy,0.8067,1062,443,1404,805
2181,72.82,244,boneka-dummy,0.7984,232,488,798,1079
2181,72.82,248,boneka-asli,0.7999,1410,426,1753,838
2182,72.85,209,boneka-dummy,0.8067,1058,429,1409,804
2182,72.85,244,boneka-dummy,0.7984,235,484,801,1079
2182,72.85,248,boneka-asli,0.7999,1410,425,1754,837
2183,72.88,209,boneka-dummy,0.8067,1056,422,1411,806
2183,72.88,244,boneka-dummy,0.7984,240,486,801,1079
2183,72.88,248,boneka-asli,0.7999,1409,427,1754,840
2184,72.92,209,boneka-dummy,0.8067,1068,448,1401,808
2184,72.92,244,boneka-dummy,0.7984,247,494,799,1079
2184,72.92,248,boneka-asli,0.7999,1410,433,1754,843
2185,72.95,209,boneka-dummy,0.8067,1079,476,1392,812
2185,72.95,244,boneka-dummy,0.7984,256,503,798,1079
2185,72.95,248,boneka-asli,0.7999,1411,440,1754,849
2186,72.99,209,boneka-dummy,0.8067,1080,477,1398,818
2186,72.99,244,boneka-dummy,0.7984,271,514,801,1079
2186,72.99,248,boneka-asli,0.7999,1412,447,1756,855
2187,73.02,209,boneka-dummy,0.8067,1086,486,1401,824
2187,73.02,248,boneka-asli,0.7999,1417,454,1760,862
2187,73.02,252,boneka-asli,0.5310,1237,863,1494,1056
2188,73.05,209,boneka-dummy,0.8067,1095,501,1404,829
2188,73.05,244,boneka-dummy,0.7984,300,531,814,1079
2188,73.05,248,boneka-asli,0.7999,1422,460,1765,868
2189,73.09,209,boneka-dummy,0.8067,1102,504,1412,834
2189,73.09,244,boneka-dummy,0.7984,318,544,824,1079
2189,73.09,248,boneka-asli,0.7999,1428,465,1771,873
2190,73.12,209,boneka-dummy,0.8067,1103,488,1428,836
2190,73.12,248,boneka-asli,0.7999,1437,468,1777,873
2191,73.15,209,boneka-dummy,0.8067,1104,474,1441,837
2191,73.15,244,boneka-dummy,0.7984,346,550,848,1079
2191,73.15,248,boneka-asli,0.7999,1446,470,1784,873
2192,73.19,209,boneka-dummy,0.8067,1109,464,1452,838
2192,73.19,248,boneka-asli,0.7999,1455,470,1792,874
2193,73.22,209,boneka-dummy,0.8067,1117,460,1460,837
2193,73.22,244,boneka-dummy,0.7984,372,552,875,1079
2193,73.22,248,boneka-asli,0.7999,1464,470,1800,871
2193,73.22,252,boneka-asli,0.5310,1275,862,1530,1050
2194,73.25,209,boneka-dummy,0.8067,1128,467,1462,835
2194,73.25,244,boneka-dummy,0.7984,392,550,897,1079
2194,73.25,248,boneka-asli,0.7999,1472,470,1807,869
2195,73.29,209,boneka-dummy,0.8067,1139,469,1468,833
2195,73.29,244,boneka-dummy,0.7984,410,545,919,1079
2195,73.29,248,boneka-asli,0.7999,1478,467,1812,865
2196,73.32,209,boneka-dummy,0.8067,1156,483,1467,826
2196,73.32,244,boneka-dummy,0.7984,429,538,941,1079
2196,73.32,248,boneka-asli,0.7999,1483,462,1818,862
2197,73.35,209,boneka-dummy,0.8067,1170,497,1465,820
2197,73.35,244,boneka-dummy,0.7984,442,528,960,1079
2197,73.35,248,boneka-asli,0.7999,1488,457,1823,857
2198,73.39,209,boneka-dummy,0.8067,1178,504,1463,813
2198,73.39,244,boneka-dummy,0.7984,445,517,970,1079
2198,73.39,248,boneka-asli,0.7999,1492,453,1826,851
2199,73.42,209,boneka-dummy,0.8067,1175,489,1471,808
2199,73.42,244,boneka-dummy,0.7984,445,507,975,1079
2199,73.42,248,boneka-asli,0.7999,1494,448,1827,845
2200,73.45,209,boneka-dummy,0.8067,1178,487,1471,801
2200,73.45,244,boneka-dummy,0.7984,443,496,978,1079
2200,73.45,248,boneka-asli,0.7999,1493,443,1826,839
2201,73.49,209,boneka-dummy,0.8067,1174,471,1476,795
2201,73.49,244,boneka-dummy,0.7984,442,486,981,1079
2201,73.49,248,boneka-asli,0.7999,1493,437,1825,832
2202,73.52,209,boneka-dummy,0.8067,1170,453,1483,791
2202,73.52,244,boneka-dummy,0.7984,441,475,984,1079
2202,73.52,248,boneka-asli,0.7999,1493,432,1822,825
2202,73.52,259,boneka-asli,0.5987,2,628,631,1080
2203,73.55,209,boneka-dummy,0.8067,1166,435,1489,787
2203,73.55,244,boneka-dummy,0.7984,443,467,988,1079
2203,73.55,248,boneka-asli,0.7999,1492,428,1821,819
2204,73.59,209,boneka-dummy,0.8067,1165,423,1493,783
2204,73.59,244,boneka-dummy,0.7984,449,460,994,1079
2204,73.59,248,boneka-asli,0.7999,1493,426,1820,814
2204,73.59,259,boneka-asli,0.5987,21,644,629,1080
2205,73.62,209,boneka-dummy,0.8067,1166,416,1496,783
2205,73.62,244,boneka-dummy,0.7984,456,457,999,1079
2205,73.62,248,boneka-asli,0.7999,1495,424,1821,812
2206,73.65,209,boneka-dummy,0.8067,1169,418,1496,784
2206,73.65,244,boneka-dummy,0.7984,464,457,1002,1079
2206,73.65,248,boneka-asli,0.7999,1498,424,1825,812
2206,73.65,259,boneka-asli,0.5987,33,648,635,1080
2207,73.69,209,boneka-dummy,0.8067,1175,430,1492,786
2207,73.69,244,boneka-dummy,0.7984,471,458,1003,1079
2207,73.69,248,boneka-asli,0.7999,1499,426,1826,813
2207,73.69,259,boneka-asli,0.5987,44,652,642,1080
2208,73.72,209,boneka-dummy,0.8067,1179,440,1487,787
2208,73.72,244,boneka-dummy,0.7984,478,460,1004,1079
2208,73.72,248,boneka-asli,0.7999,1500,427,1827,816
2208,73.72,259,boneka-asli,0.5987,35,646,642,1080
2209,73.75,209,boneka-dummy,0.8067,1186,453,1482,786
2209,73.75,244,boneka-dummy,0.7984,485,464,1003,1079
2209,73.75,248,boneka-asli,0.7999,1499,430,1826,818
2209,73.75,259,boneka-asli,0.5987,37,648,643,1080
2210,73.79,209,boneka-dummy,0.8067,1192,468,1479,788
2210,73.79,244,boneka-dummy,0.7984,492,470,1002,1079
2210,73.79,248,boneka-asli,0.7999,1500,433,1827,822
2210,73.79,259,boneka-asli,0.5987,31,643,645,1080
2211,73.82,209,boneka-dummy,0.8067,1198,480,1479,792
2211,73.82,244,boneka-dummy,0.7984,497,475,1000,1079
2211,73.82,248,boneka-asli,0.7999,1502,437,1828,825
2212,73.85,209,boneka-dummy,0.8067,1201,484,1481,794
2212,73.85,244,boneka-dummy,0.7984,507,476,1006,1079
2212,73.85,248,boneka-asli,0.7999,1504,439,1829,827
2212,73.85,259,boneka-asli,0.5987,31,642,650,1080
2213,73.89,209,boneka-dummy,0.8067,1206,488,1484,793
2213,73.89,244,boneka-dummy,0.7984,520,476,1016,1079
2213,73.89,248,boneka-asli,0.7999,1509,437,1835,826
2213,73.89,259,boneka-asli,0.5987,29,640,655,1080
2214,73.92,209,boneka-dummy,0.8067,1210,489,1489,792
2214,73.92,244,boneka-dummy,0.7984,532,472,1028,1079
2214,73.92,248,boneka-asli,0.7999,1515,435,1840,822
2215,73.95,209,boneka-dummy,0.8067,1214,491,1490,790
2215,73.95,244,boneka-dummy,0.7984,539,468,1036,1079
2215,73.95,248,boneka-asli,0.7999,1517,432,1841,817
2215,73.95,259,boneka-asli,0.5987,30,638,662,1079
2216,73.99,209,boneka-dummy,0.8067,1212,484,1494,788
2216,73.99,244,boneka-dummy,0.7984,542,462,1039,1079
2216,73.99,248,boneka-asli,0.7999,1514,428,1840,815
2216,73.99,259,boneka-asli,0.5987,34,643,663,1079
2217,74.02,209,boneka-dummy,0.8067,1204,463,1500,784
2217,74.02,244,boneka-dummy,0.7984,538,456,1036,1079
2217,74.02,248,boneka-asli,0.7999,1512,426,1836,811
2218,74.05,209,boneka-dummy,0.8067,1196,443,1502,778
2218,74.05,244,boneka-dummy,0.7984,532,450,1030,1079
2218,74.05,248,boneka-asli,0.7999,1508,424,1829,806
2219,74.09,209,boneka-dummy,0.8067,1191,438,1494,771
2219,74.09,244,boneka-dummy,0.7984,521,443,1020,1078
2219,74.09,248,boneka-asli,0.7999,1501,422,1820,800
2220,74.12,209,boneka-dummy,0.8067,1189,449,1478,767
2220,74.12,244,boneka-dummy,0.7984,508,437,1007,1078
2220,74.12,248,boneka-asli,0.7999,1492,420,1809,796
2221,74.15,209,boneka-dummy,0.8067,1174,439,1471,768
2221,74.15,244,boneka-dummy,0.7984,492,436,988,1078
2221,74.15,248,boneka-asli,0.7999,1480,419,1798,794
2222,74.19,209,boneka-dummy,0.8067,1162,440,1459,770
2222,74.19,244,boneka-dummy,0.7984,476,441,967,1078
2222,74.19,248,boneka-asli,0.7999,1469,421,1786,794
2223,74.22,209,boneka-dummy,0.8067,1146,438,1448,774
2223,74.22,244,boneka-dummy,0.7984,462,447,948,1079
2223,74.22,248,boneka-asli,0.7999,1458,423,1775,795
2224,74.25,209,boneka-dummy,0.8067,1137,446,1434,778
2224,74.25,244,boneka-dummy,0.7984,446,453,927,1079
2224,74.25,248,boneka-asli,0.7999,1447,425,1766,800
2225,74.29,209,boneka-dummy,0.8067,1129,456,1422,782
2225,74.29,244,boneka-dummy,0.7984,428,457,906,1079
2225,74.29,248,boneka-asli,0.7999,1437,427,1757,803
2226,74.32,209,boneka-dummy,0.8067,1118,451,1419,788
2226,74.32,244,boneka-dummy,0.7984,415,463,888,1079
2226,74.32,248,boneka-asli,0.7999,1431,432,1750,807
2227,74.35,209,boneka-dummy,0.8067,1120,471,1411,795
2227,74.35,244,boneka-dummy,0.7984,411,475,877,1079
2227,74.35,248,boneka-asli,0.7999,1427,439,1747,815
2228,74.39,209,boneka-dummy,0.8067,1122,480,1417,808
2228,74.39,244,boneka-dummy,0.7984,419,493,874,1079
2228,74.39,248,boneka-asli,0.7999,1431,450,1753,828
2229,74.42,209,boneka-dummy,0.8067,1138,510,1422,823
2229,74.42,244,boneka-dummy,0.7984,440,517,880,1079
2229,74.42,248,boneka-asli,0.7999,1444,462,1769,843
2230,74.45,209,boneka-dummy,0.8067,1158,522,1447,840
2230,74.45,248,boneka-asli,0.7999,1467,476,1793,858
2231,74.49,209,boneka-dummy,0.8067,1186,542,1476,858
2231,74.49,248,boneka-asli,0.7999,1500,493,1828,877
2232,74.52,209,boneka-dummy,0.8067,1231,578,1510,876
2232,74.52,244,boneka-dummy,0.7984,547,575,951,1079
2232,74.52,248,boneka-asli,0.7999,1539,510,1867,895
2233,74.55,209,boneka-dummy,0.8067,1271,582,1569,899
2233,74.55,248,boneka-asli,0.7999,1575,530,1893,918
2234,74.59,209,boneka-dummy,0.8067,1313,585,1633,926
2234,74.59,244,boneka-dummy,0.7984,696,643,1041,1055
2234,74.59,248,boneka-asli,0.7999,1613,551,1906,942
2235,74.62,209,boneka-dummy,0.8067,1365,598,1699,956
2236,74.65,209,boneka-dummy,0.8067,1416,613,1763,986
2236,74.65,244,boneka-dummy,0.7984,875,718,1186,1064
2237,74.69,209,boneka-dummy,0.8067,1471,632,1832,1022
2237,74.69,244,boneka-dummy,0.7984,1009,778,1300,1072
2238,74.72,209,boneka-dummy,0.8067,1524,654,1876,1050
2238,74.72,244,boneka-dummy,0.7984,1134,830,1405,1076
2239,74.75,209,boneka-dummy,0.8067,1577,675,1898,1065
2240,74.79,209,boneka-dummy,0.8067,1631,693,1909,1072
2304,76.92,264,boneka-asli,0.6520,80,0,763,1080
2311,77.16,264,boneka-asli,0.6520,75,0,715,1003
2311,77.16,265,boneka-dummy,0.6837,1028,434,1910,1020
2312,77.19,264,boneka-asli,0.6520,72,0,705,978
2312,77.19,265,boneka-dummy,0.6837,1051,459,1915,1042
2313,77.23,265,boneka-dummy,0.6837,1096,507,1917,1061
2314,77.26,265,boneka-dummy,0.6837,1137,572,1888,1070
2315,77.29,265,boneka-dummy,0.6837,1177,644,1838,1075
2318,77.39,265,boneka-dummy,0.6837,1226,745,1761,1077
2319,77.43,265,boneka-dummy,0.6837,1272,818,1723,1078
2331,77.83,266,boneka-asli,0.6458,649,757,1367,1080
2332,77.86,264,boneka-asli,0.6520,44,190,595,1028
2332,77.86,266,boneka-asli,0.6458,625,744,1371,1080
2333,77.89,266,boneka-asli,0.6458,586,724,1370,1080
2334,77.93,264,boneka-asli,0.6520,22,126,566,1054
2335,77.96,266,boneka-asli,0.6458,533,702,1357,1079
2336,77.99,266,boneka-asli,0.6458,495,684,1342,1078
2337,78.03,266,boneka-asli,0.6458,462,667,1328,1077
2341,78.16,266,boneka-asli,0.6458,294,594,1285,1077
2342,78.19,266,boneka-asli,0.6458,180,543,1242,1077
2343,78.23,264,boneka-asli,0.6520,11,147,553,1065
2343,78.23,266,boneka-asli,0.6458,102,504,1207,1077
2344,78.26,264,boneka-asli,0.6520,5,157,537,1067
2344,78.26,266,boneka-asli,0.6458,51,451,1191,1077
2345,78.29,264,boneka-asli,0.6520,2,172,508,1053
2345,78.29,266,boneka-asli,0.6458,25,413,1158,1077
2346,78.33,264,boneka-asli,0.6520,1,180,465,1015
2346,78.33,266,boneka-asli,0.6458,12,380,1127,1077
2347,78.36,266,boneka-asli,0.6458,6,351,1103,1077
2348,78.39,264,boneka-asli,0.6520,0,167,437,982
2348,78.39,266,boneka-asli,0.6458,3,315,1094,1078
2349,78.43,264,boneka-asli,0.6520,0,134,430,1003
2349,78.43,266,boneka-asli,0.6458,1,286,1094,1078
2351,78.49,266,boneka-asli,0.6458,0,241,1121,1076
2352,78.53,266,boneka-asli,0.6458,0,210,1155,1075
2353,78.56,266,boneka-asli,0.6458,0,183,1191,1074
2354,78.59,264,boneka-asli,0.6520,21,70,498,977
2354,78.59,266,boneka-asli,0.6458,35,176,1218,1074
2355,78.63,266,boneka-asli,0.6458,98,183,1245,1074
2356,78.66,266,boneka-asli,0.6458,172,178,1290,1074
2357,78.69,266,boneka-asli,0.6458,255,186,1331,1075
2357,78.69,267,boneka-dummy,0.6915,1200,702,1920,1080
2358,78.73,264,boneka-asli,0.6520,10,35,425,824
2358,78.73,266,boneka-asli,0.6458,333,196,1366,1074
2358,78.73,267,boneka-dummy,0.6915,1167,689,1920,1080
2359,78.76,264,boneka-asli,0.6520,11,19,395,734
2359,78.76,266,boneka-asli,0.6458,401,206,1388,1074
2359,78.76,267,boneka-dummy,0.6915,1118,673,1920,1080
2360,78.79,267,boneka-dummy,0.6915,1034,649,1901,1080
2361,78.83,264,boneka-asli,0.6520,47,9,424,670
2361,78.83,266,boneka-asli,0.6458,478,208,1407,1053
2361,78.83,267,boneka-dummy,0.6915,916,623,1835,1079
2361,78.83,268,boneka-dummy,0.8394,1665,579,1920,1079
2362,78.86,264,boneka-asli,0.6520,70,4,454,628
2362,78.86,266,boneka-asli,0.6458,550,211,1447,1049
2362,78.86,268,boneka-dummy,0.8394,1647,561,1917,1079
2363,78.89,264,boneka-asli,0.6520,87,2,483,595
2363,78.89,268,boneka-dummy,0.8394,1624,539,1908,1078
2364,78.93,264,boneka-asli,0.6520,97,1,511,575
2364,78.93,266,boneka-asli,0.6458,592,194,1439,1005
2364,78.93,268,boneka-dummy,0.8394,1595,519,1893,1078
2365,78.96,264,boneka-asli,0.6520,94,0,532,572
2365,78.96,266,boneka-asli,0.6458,574,193,1415,1017
2365,78.96,268,boneka-dummy,0.8394,1573,505,1873,1059
2366,78.99,264,boneka-asli,0.6520,61,0,526,592
2366,78.99,268,boneka-dummy,0.8394,1542,495,1846,1044
2367,79.03,264,boneka-asli,0.6520,34,8,528,631
2367,79.03,266,boneka-asli,0.6458,600,240,1395,1042
2367,79.03,268,boneka-dummy,0.8394,1508,491,1818,1037
2368,79.06,264,boneka-asli,0.6520,17,6,568,746
2368,79.06,268,boneka-dummy,0.8394,1472,490,1790,1036
2369,79.10,266,boneka-asli,0.6458,639,318,1359,1060
2369,79.10,268,boneka-dummy,0.8394,1439,493,1767,1041
2370,79.13,264,boneka-asli,0.6520,8,63,574,883
2370,79.13,266,boneka-asli,0.6458,674,377,1334,1070
2370,79.13,268,boneka-dummy,0.8394,1410,498,1747,1046
2371,79.16,264,boneka-asli,0.6520,4,126,553,974
2371,79.16,266,boneka-asli,0.6458,691,413,1314,1075
2371,79.16,267,boneka-dummy,0.6915,458,557,1427,1076
2371,79.16,268,boneka-dummy,0.8394,1386,502,1730,1047
2372,79.20,264,boneka-asli,0.6520,2,165,536,1027
2372,79.20,266,boneka-asli,0.6458,696,431,1297,1077
2372,79.20,267,boneka-dummy,0.6915,229,516,1205,1076
2372,79.20,268,boneka-dummy,0.8394,1366,504,1719,1048
2373,79.23,267,boneka-dummy,0.6915,114,492,1052,1049
2373,79.23,268,boneka-dummy,0.8394,1347,504,1708,1049
2374,79.26,266,boneka-asli,0.6458,685,437,1275,1078
2374,79.26,268,boneka-dummy,0.8394,1332,502,1701,1046
2375,79.30,268,boneka-dummy,0.8394,1316,501,1694,1050
2375,79.30,270,boneka-asli,0.7408,1733,546,1918,1059
2376,79.33,266,boneka-asli,0.6458,661,440,1244,1079
2376,79.33,267,boneka-dummy,0.6915,57,469,956,1038
2376,79.33,268,boneka-dummy,0.8394,1302,501,1686,1050
2376,79.33,270,boneka-asli,0.7408,1732,548,1916,1059
2377,79.36,266,boneka-asli,0.6458,635,441,1212,1079
2377,79.36,267,boneka-dummy,0.6915,28,452,915,1049
2377,79.36,268,boneka-dummy,0.8394,1289,502,1677,1048
2377,79.36,270,boneka-asli,0.7408,1728,548,1913,1059
2378,79.40,266,boneka-asli,0.6458,614,442,1188,1079
2378,79.40,267,boneka-dummy,0.6915,14,449,878,1059
2378,79.40,268,boneka-dummy,0.8394,1274,504,1669,1052
2378,79.40,270,boneka-asli,0.7408,1725,547,1912,1061
2379,79.43,266,boneka-asli,0.6458,599,444,1169,1079
2379,79.43,268,boneka-dummy,0.8394,1261,506,1664,1060
2379,79.43,270,boneka-asli,0.7408,1720,542,1911,1068
2380,79.46,266,boneka-asli,0.6458,587,446,1155,1079
2380,79.46,267,boneka-dummy,0.6915,7,453,849,1068
2380,79.46,268,boneka-dummy,0.8394,1254,510,1661,1064
2380,79.46,270,boneka-asli,0.7408,1716,542,1910,1073
2381,79.50,267,boneka-dummy,0.6915,3,465,820,1073
2381,79.50,268,boneka-dummy,0.8394,1253,517,1663,1070
2381,79.50,270,boneka-asli,0.7408,1713,546,1909,1076
2382,79.53,267,boneka-dummy,0.6915,1,481,805,1075
2382,79.53,268,boneka-dummy,0.8394,1257,531,1663,1075
2382,79.53,270,boneka-asli,0.7408,1713,552,1908,1078
2383,79.56,266,boneka-asli,0.6458,592,462,1149,1079
2383,79.56,267,boneka-dummy,0.6915,0,496,794,1077
2383,79.56,268,boneka-dummy,0.8394,1258,536,1667,1077
2383,79.56,270,boneka-asli,0.7408,1716,560,1910,1079
2384,79.60,266,boneka-asli,0.6458,596,473,1147,1079
2384,79.60,267,boneka-dummy,0.6915,0,508,788,1078
2384,79.60,268,boneka-dummy,0.8394,1259,538,1671,1078
2384,79.60,270,boneka-asli,0.7408,1720,568,1912,1079
2385,79.63,266,boneka-asli,0.6458,602,484,1149,1079
2385,79.63,267,boneka-dummy,0.6915,0,521,778,1078
2385,79.63,268,boneka-dummy,0.8394,1258,541,1674,1079
2385,79.63,270,boneka-asli,0.7408,1724,580,1912,1079
2386,79.66,266,boneka-asli,0.6458,603,494,1147,1079
2386,79.66,268,boneka-dummy,0.8394,1257,545,1674,1079
2386,79.66,270,boneka-asli,0.7408,1728,592,1913,1079
2387,79.70,268,boneka-dummy,0.8394,1259,552,1675,1079
2387,79.70,270,boneka-asli,0.7408,1730,605,1912,1079
2388,79.73,266,boneka-asli,0.6458,598,514,1136,1079
2388,79.73,268,boneka-dummy,0.8394,1261,563,1675,1079
2388,79.73,270,boneka-asli,0.7408,1736,619,1913,1079
2389,79.76,268,boneka-dummy,0.8394,1264,575,1674,1079
2389,79.76,270,boneka-asli,0.7408,1744,632,1916,1079
2390,79.80,268,boneka-dummy,0.8394,1268,584,1676,1079
2390,79.80,270,boneka-asli,0.7408,1748,642,1917,1079
2391,79.83,266,boneka-asli,0.6458,608,538,1138,1079
2391,79.83,268,boneka-dummy,0.8394,1272,594,1679,1079
2391,79.83,270,boneka-asli,0.7408,1755,649,1918,1079
2392,79.86,268,boneka-dummy,0.8394,1275,601,1682,1079
2393,79.90,268,boneka-dummy,0.8394,1280,611,1683,1079
2393,79.90,270,boneka-asli,0.7408,1756,654,1919,1079
2394,79.93,266,boneka-asli,0.6458,626,553,1153,1079
2394,79.93,267,boneka-dummy,0.6915,34,581,758,1079
2394,79.93,268,boneka-dummy,0.8394,1275,609,1685,1079
2394,79.93,270,boneka-asli,0.7408,1753,655,1916,1079
2395,79.96,267,boneka-dummy,0.6915,52,614,758,1079
2395,79.96,268,boneka-dummy,0.8394,1269,603,1686,1079
2395,79.96,270,boneka-asli,0.7408,1746,653,1913,1079
2396,80.00,266,boneka-asli,0.6458,647,556,1176,1079
2396,80.00,267,boneka-dummy,0.6915,58,631,764,1079
2396,80.00,268,boneka-dummy,0.8394,1262,599,1685,1079
2396,80.00,270,boneka-asli,0.7408,1739,648,1910,1079
2397,80.03,267,boneka-dummy,0.6915,58,641,770,1079
2397,80.03,268,boneka-dummy,0.8394,1257,601,1680,1079
2397,80.03,270,boneka-asli,0.7408,1729,639,1907,1079
2398,80.06,266,boneka-asli,0.6458,664,561,1188,1079
2398,80.06,267,boneka-dummy,0.6915,99,648,804,1079
2398,80.06,268,boneka-dummy,0.8394,1249,603,1672,1079
2398,80.06,270,boneka-asli,0.7408,1718,631,1903,1079
2399,80.10,266,boneka-asli,0.6458,669,566,1189,1079
2399,80.10,267,boneka-dummy,0.6915,117,654,815,1079
2399,80.10,268,boneka-dummy,0.8394,1238,604,1662,1079
2399,80.10,270,boneka-asli,0.7408,1707,629,1898,1079
2400,80.13,268,boneka-dummy,0.8394,1227,605,1651,1079
2400,80.13,270,boneka-asli,0.7408,1700,630,1896,1079
2401,80.16,268,boneka-dummy,0.8394,1228,645,1621,1079
2401,80.16,270,boneka-asli,0.7408,1689,632,1890,1079
2402,80.20,266,boneka-asli,0.6458,657,580,1161,1079
2402,80.20,268,boneka-dummy,0.8394,1213,646,1608,1079
2402,80.20,270,boneka-asli,0.7408,1678,636,1885,1079
2403,80.23,268,boneka-dummy,0.8394,1202,655,1591,1079
2403,80.23,270,boneka-asli,0.7408,1673,642,1885,1079
2404,80.26,268,boneka-dummy,0.8394,1183,644,1584,1079
2404,80.26,270,boneka-asli,0.7408,1663,646,1881,1079
2405,80.30,267,boneka-dummy,0.6915,84,674,758,1079
2405,80.30,268,boneka-dummy,0.8394,1166,636,1573,1079
2405,80.30,270,boneka-asli,0.7408,1647,646,1875,1079
2406,80.33,268,boneka-dummy,0.8394,1150,626,1564,1079
2406,80.33,270,boneka-asli,0.7408,1632,646,1871,1079
2407,80.36,267,boneka-dummy,0.6915,63,684,733,1079
2407,80.36,268,boneka-dummy,0.8394,1138,619,1556,1079
2407,80.36,270,boneka-asli,0.7408,1620,645,1869,1079
2408,80.40,267,boneka-dummy,0.6915,44,681,727,1079
2408,80.40,268,boneka-dummy,0.8394,1131,613,1552,1079
2408,80.40,270,boneka-asli,0.7408,1606,640,1869,1079
2409,80.43,266,boneka-asli,0.6458,614,571,1124,1079
2409,80.43,267,boneka-dummy,0.6915,27,669,736,1079
2409,80.43,268,boneka-dummy,0.8394,1134,623,1544,1079
2409,80.43,270,boneka-asli,0.7408,1596,629,1873,1079
2410,80.46,266,boneka-asli,0.6458,602,560,1114,1079
2410,80.46,268,boneka-dummy,0.8394,1135,615,1545,1072
2411,80.50,266,boneka-asli,0.6458,599,546,1114,1079
2411,80.50,268,boneka-dummy,0.8394,1134,594,1547,1058
2412,80.53,268,boneka-dummy,0.8394,1131,573,1547,1043
2412,80.53,270,boneka-asli,0.7408,1581,607,1880,1079
2413,80.56,266,boneka-asli,0.6458,603,531,1120,1079
2413,80.56,268,boneka-dummy,0.8394,1139,593,1529,1035
2414,80.60,266,boneka-asli,0.6458,611,522,1123,1079
2414,80.60,268,boneka-dummy,0.8394,1148,616,1514,1027
2414,80.60,270,boneka-asli,0.7408,1569,594,1884,1079
2415,80.63,268,boneka-dummy,0.8394,1155,634,1501,1017
2415,80.63,270,boneka-asli,0.7408,1561,587,1887,1077
2416,80.66,268,boneka-dummy,0.8394,1159,643,1494,1011
2417,80.70,266,boneka-asli,0.6458,634,528,1128,1079
2417,80.70,268,boneka-dummy,0.8394,1159,645,1493,1008
2417,80.70,270,boneka-asli,0.7408,1557,587,1887,1073
2418,80.73,268,boneka-dummy,0.8394,1161,653,1490,1008
2418,80.73,270,boneka-asli,0.7408,1554,592,1887,1072
2419,80.76,266,boneka-asli,0.6458,664,542,1135,1079
2419,80.76,268,boneka-dummy,0.8394,1157,648,1494,1010
2419,80.76,270,boneka-asli,0.7408,1550,597,1888,1074
2420,80.80,266,boneka-asli,0.6458,685,557,1135,1079
2420,80.80,268,boneka-dummy,0.8394,1149,627,1506,1012
2420,80.80,270,boneka-asli,0.7408,1547,603,1888,1076
2421,80.83,268,boneka-dummy,0.8394,1144,612,1512,1012
2421,80.83,270,boneka-asli,0.7408,1544,609,1887,1077
2422,80.86,268,boneka-dummy,0.8394,1153,637,1500,1011
2422,80.86,270,boneka-asli,0.7408,1537,615,1881,1078
2423,80.90,268,boneka-dummy,0.8394,1160,663,1487,1013
2423,80.90,270,boneka-asli,0.7408,1528,622,1871,1079
2424,80.93,268,boneka-dummy,0.8394,1162,683,1475,1015
2424,80.93,270,boneka-asli,0.7408,1518,630,1860,1079
2425,80.96,268,boneka-dummy,0.8394,1159,697,1466,1019
2425,80.96,270,boneka-asli,0.7408,1508,638,1846,1079
2426,81.00,268,boneka-dummy,0.8394,1145,695,1461,1024
2426,81.00,270,boneka-asli,0.7408,1496,645,1832,1079
2427,81.03,268,boneka-dummy,0.8394,1125,674,1464,1031
2427,81.03,270,boneka-asli,0.7408,1484,651,1818,1079
2427,81.03,274,boneka-asli,0.5561,776,652,1074,873
2428,81.06,268,boneka-dummy,0.8394,1109,659,1465,1038
