frame,timestamp_sec,track_id,class,confidence,x1,y1,x2,y2
1182,39.46,120,boneka-dummy,0.8511,464,521,691,843
1182,39.46,156,boneka-asli,0.5950,599,300,1273,874
1183,39.50,117,boneka-asli,0.7391,1061,436,1338,875
1183,39.50,120,boneka-dummy,0.8511,465,521,692,842
1183,39.50,156,boneka-asli,0.5950,601,300,1264,871
1184,39.53,117,boneka-asli,0.7391,1060,436,1337,873
1184,39.53,120,boneka-dummy,0.8511,465,521,691,841
1184,39.53,151,boneka-dummy,0.6308,45,0,479,231
1184,39.53,156,boneka-asli,0.5950,604,301,1262,870
1185,39.56,117,boneka-asli,0.7391,1060,437,1336,873
1185,39.56,120,boneka-dummy,0.8511,464,520,690,840
1185,39.56,151,boneka-dummy,0.6308,46,0,483,234
1185,39.56,153,boneka-asli,0.5594,1658,214,1768,340
1185,39.56,156,boneka-asli,0.5950,614,299,1275,870
1186,39.60,117,boneka-asli,0.7391,1059,439,1335,872
1186,39.60,120,boneka-dummy,0.8511,463,521,690,840
1186,39.60,151,boneka-dummy,0.6308,46,0,483,234
1186,39.60,153,boneka-asli,0.5594,1638,214,1743,337
1186,39.60,156,boneka-asli,0.5950,611,305,1265,871
1187,39.63,117,boneka-asli,0.7391,1059,440,1333,872
1187,39.63,120,boneka-dummy,0.8511,462,521,688,840
1187,39.63,156,boneka-asli,0.5950,619,305,1275,872
1188,39.66,117,boneka-asli,0.7391,1057,442,1332,872
1188,39.66,120,boneka-dummy,0.8511,463,522,688,840
1188,39.66,156,boneka-asli,0.5950,624,306,1283,871
1189,39.70,117,boneka-asli,0.7391,1056,442,1331,872
1189,39.70,120,boneka-dummy,0.8511,463,523,688,840
1189,39.70,151,boneka-dummy,0.6308,51,0,484,234
1189,39.70,156,boneka-asli,0.5950,628,305,1291,871
1190,39.73,117,boneka-asli,0.7391,1056,443,1331,872
1190,39.73,120,boneka-dummy,0.8511,463,523,687,840
1190,39.73,151,boneka-dummy,0.6308,60,0,473,222
1190,39.73,156,boneka-asli,0.5950,626,305,1293,870
1191,39.76,117,boneka-asli,0.7391,1056,442,1331,871
1191,39.76,120,boneka-dummy,0.8511,463,521,688,839
1191,39.76,151,boneka-dummy,0.6308,64,0,464,214
1191,39.76,156,boneka-asli,0.5950,625,302,1295,868
1192,39.80,117,boneka-asli,0.7391,1056,441,1333,871
1192,39.80,120,boneka-dummy,0.8511,462,521,688,839
1192,39.80,156,boneka-asli,0.5950,626,302,1299,868
1193,39.83,117,boneka-asli,0.7391,1057,441,1335,873
1193,39.83,120,boneka-dummy,0.8511,463,522,689,840
1193,39.83,151,boneka-dummy,0.6308,64,0,464,213
1193,39.83,156,boneka-asli,0.5950,627,299,1309,871
1194,39.86,117,boneka-asli,0.7391,1057,444,1336,878
1194,39.86,120,boneka-dummy,0.8511,464,525,692,843
1194,39.86,151,boneka-dummy,0.6308,58,0,470,221
1194,39.86,156,boneka-asli,0.5950,634,303,1320,875
1195,39.90,117,boneka-asli,0.7391,1057,449,1336,883
1195,39.90,120,boneka-dummy,0.8511,464,527,694,847
1195,39.90,151,boneka-dummy,0.6308,54,0,476,227
1196,39.93,117,boneka-asli,0.7391,1057,452,1337,886
1196,39.93,120,boneka-dummy,0.8511,464,528,696,850
1196,39.93,151,boneka-dummy,0.6308,54,0,480,230
1196,39.93,156,boneka-asli,0.5950,633,307,1327,884
1197,39.96,117,boneka-asli,0.7391,1057,453,1338,888
1197,39.96,120,boneka-dummy,0.8511,464,530,697,851
1197,39.96,151,boneka-dummy,0.6308,59,0,474,224
1197,39.96,156,boneka-asli,0.5950,635,310,1332,887
1198,40.00,117,boneka-asli,0.7391,1056,454,1337,889
1198,40.00,120,boneka-dummy,0.8511,463,531,696,852
1198,40.00,151,boneka-dummy,0.6308,57,0,474,227
1198,40.00,156,boneka-asli,0.5950,634,310,1336,889
1199,40.03,117,boneka-asli,0.7391,1056,456,1337,890
1199,40.03,120,boneka-dummy,0.8511,463,532,697,853
1199,40.03,151,boneka-dummy,0.6308,54,0,473,229
1200,40.07,117,boneka-asli,0.7391,1055,456,1336,891
1200,40.07,120,boneka-dummy,0.8511,464,531,699,853
1200,40.07,151,boneka-dummy,0.6308,52,0,468,229
1201,40.10,117,boneka-asli,0.7391,1054,455,1336,890
1201,40.10,120,boneka-dummy,0.8511,463,530,698,851
1201,40.10,151,boneka-dummy,0.6308,47,0,466,231
1201,40.10,156,boneka-asli,0.5950,634,311,1332,884
1202,40.13,117,boneka-asli,0.7391,1053,450,1335,884
1202,40.13,120,boneka-dummy,0.8511,462,526,696,846
1202,40.13,151,boneka-dummy,0.6308,46,0,463,231
1203,40.17,117,boneka-asli,0.7391,1052,443,1333,877
1203,40.17,120,boneka-dummy,0.8511,462,520,693,837
1203,40.17,151,boneka-dummy,0.6308,46,0,459,228
1203,40.17,156,boneka-asli,0.5950,619,308,1304,873
1204,40.20,117,boneka-asli,0.7391,1048,435,1329,868
1204,40.20,120,boneka-dummy,0.8511,463,511,692,827
1204,40.20,151,boneka-dummy,0.6308,55,0,440,210
1204,40.20,156,boneka-asli,0.5950,613,291,1302,864
1205,40.23,117,boneka-asli,0.7391,1046,429,1324,859
1205,40.23,120,boneka-dummy,0.8511,464,506,691,818
1205,40.23,151,boneka-dummy,0.6308,69,0,422,189
1206,40.27,117,boneka-asli,0.7391,1043,424,1318,851
1206,40.27,120,boneka-dummy,0.8511,464,499,689,810
1206,40.27,151,boneka-dummy,0.6308,77,0,417,178
1207,40.30,117,boneka-asli,0.7391,1041,420,1312,842
1207,40.30,120,boneka-dummy,0.8511,463,492,687,803
1207,40.30,151,boneka-dummy,0.6308,79,0,420,176
1208,40.33,117,boneka-asli,0.7391,1041,418,1308,835
1208,40.33,120,boneka-dummy,0.8511,464,487,688,798
1208,40.33,151,boneka-dummy,0.6308,64,0,432,187
1209,40.37,117,boneka-asli,0.7391,1041,415,1306,829
1209,40.37,120,boneka-dummy,0.8511,467,485,691,793
1209,40.37,151,boneka-dummy,0.6308,61,0,445,192
1210,40.40,117,boneka-asli,0.7391,1042,414,1304,825
1210,40.40,120,boneka-dummy,0.8511,470,483,693,790
1210,40.40,151,boneka-dummy,0.6308,63,0,452,192
1211,40.43,117,boneka-asli,0.7391,1043,414,1303,823
1211,40.43,120,boneka-dummy,0.8511,471,482,694,787
1211,40.43,151,boneka-dummy,0.6308,74,0,449,181
1211,40.43,156,boneka-asli,0.5950,622,280,1307,844
1212,40.47,117,boneka-asli,0.7391,1044,416,1303,824
1212,40.47,120,boneka-dummy,0.8511,473,483,695,787
1212,40.47,151,boneka-dummy,0.6308,85,0,445,171
1212,40.47,156,boneka-asli,0.5950,627,280,1310,834
1213,40.50,117,boneka-asli,0.7391,1044,420,1304,828
1213,40.50,120,boneka-dummy,0.8511,474,491,692,789
1213,40.50,151,boneka-dummy,0.6308,74,0,459,181
1214,40.53,117,boneka-asli,0.7391,1042,424,1302,835
1214,40.53,120,boneka-dummy,0.8511,475,495,692,794
1214,40.53,151,boneka-dummy,0.6308,60,0,476,194
1215,40.57,117,boneka-asli,0.7391,1042,431,1300,840
1215,40.57,120,boneka-dummy,0.8511,475,499,693,799
1215,40.57,151,boneka-dummy,0.6308,51,0,488,206
1216,40.60,117,boneka-asli,0.7391,1041,436,1297,843
1216,40.60,120,boneka-dummy,0.8511,476,501,692,803
1216,40.60,151,boneka-dummy,0.6308,44,0,497,215
1217,40.63,117,boneka-asli,0.7391,1038,439,1293,844
1217,40.63,120,boneka-dummy,0.8511,477,502,692,804
1217,40.63,151,boneka-dummy,0.6308,40,0,499,219
1218,40.67,117,boneka-asli,0.7391,1034,440,1288,844
1218,40.67,120,boneka-dummy,0.8511,477,503,692,804
1218,40.67,151,boneka-dummy,0.6308,37,0,498,221
1219,40.70,117,boneka-asli,0.7391,1030,441,1284,844
1219,40.70,120,boneka-dummy,0.8511,477,504,690,805
1219,40.70,151,boneka-dummy,0.6308,37,0,497,222
1220,40.73,117,boneka-asli,0.7391,1027,441,1280,842
1220,40.73,120,boneka-dummy,0.8511,475,505,688,804
1220,40.73,151,boneka-dummy,0.6308,38,0,494,222
1221,40.77,117,boneka-asli,0.7391,1024,441,1278,840
1221,40.77,120,boneka-dummy,0.8511,474,504,686,801
1221,40.77,151,boneka-dummy,0.6308,40,0,491,221
1222,40.80,117,boneka-asli,0.7391,1021,440,1274,837
1222,40.80,120,boneka-dummy,0.8511,472,504,682,798
1222,40.80,151,boneka-dummy,0.6308,39,0,482,218
1223,40.83,117,boneka-asli,0.7391,1017,436,1270,832
1223,40.83,120,boneka-dummy,0.8511,469,501,680,795
1223,40.83,151,boneka-dummy,0.6308,37,0,473,216
1224,40.87,117,boneka-asli,0.7391,1012,431,1265,828
1224,40.87,120,boneka-dummy,0.8511,466,497,677,791
1224,40.87,151,boneka-dummy,0.6308,37,0,458,209
1225,40.90,117,boneka-asli,0.7391,1007,428,1259,823
1225,40.90,120,boneka-dummy,0.8511,462,493,673,785
1225,40.90,151,boneka-dummy,0.6308,35,0,448,206
1226,40.93,117,boneka-asli,0.7391,1001,425,1252,819
1226,40.93,120,boneka-dummy,0.8511,455,490,665,780
1226,40.93,151,boneka-dummy,0.6308,31,0,437,203
1227,40.97,117,boneka-asli,0.7391,993,422,1244,816
1227,40.97,120,boneka-dummy,0.8511,444,487,654,776
1227,40.97,151,boneka-dummy,0.6308,25,0,430,203
1228,41.00,117,boneka-asli,0.7391,984,417,1236,813
1228,41.00,120,boneka-dummy,0.8511,432,483,644,772
1228,41.00,151,boneka-dummy,0.6308,22,0,423,200
1229,41.03,117,boneka-asli,0.7391,973,414,1224,810
1229,41.03,120,boneka-dummy,0.8511,421,481,633,769
1229,41.03,151,boneka-dummy,0.6308,15,0,409,196
1230,41.07,117,boneka-asli,0.7391,961,411,1211,806
1230,41.07,120,boneka-dummy,0.8511,409,482,621,768
1230,41.07,151,boneka-dummy,0.6308,12,0,387,186
1231,41.10,117,boneka-asli,0.7391,949,408,1200,802
1231,41.10,120,boneka-dummy,0.8511,397,486,606,766
1231,41.10,151,boneka-dummy,0.6308,14,0,371,175
1232,41.13,117,boneka-asli,0.7391,938,405,1190,802
1232,41.13,120,boneka-dummy,0.8511,384,487,593,766
1232,41.13,151,boneka-dummy,0.6308,11,0,355,168
1233,41.17,117,boneka-asli,0.7391,927,405,1180,804
1233,41.17,120,boneka-dummy,0.8511,371,484,584,767
1233,41.17,151,boneka-dummy,0.6308,5,0,340,164
1233,41.17,156,boneka-asli,0.5950,556,279,1242,824
1234,41.20,117,boneka-asli,0.7391,916,407,1169,806
1234,41.20,120,boneka-dummy,0.8511,357,483,574,771
1235,41.23,117,boneka-asli,0.7391,905,408,1158,807
1235,41.23,120,boneka-dummy,0.8511,342,483,564,775
1236,41.27,117,boneka-asli,0.7391,894,409,1148,809
1236,41.27,120,boneka-dummy,0.8511,325,482,551,779
1237,41.30,117,boneka-asli,0.7391,879,410,1134,811
1237,41.30,120,boneka-dummy,0.8511,306,484,535,783
1238,41.33,117,boneka-asli,0.7391,864,413,1119,815
1238,41.33,120,boneka-dummy,0.8511,285,484,517,787
1239,41.37,117,boneka-asli,0.7391,848,415,1104,818
1239,41.37,120,boneka-dummy,0.8511,264,487,498,790
1240,41.40,117,boneka-asli,0.7391,829,416,1087,820
1240,41.40,120,boneka-dummy,0.8511,244,487,479,793
1241,41.43,117,boneka-asli,0.7391,810,415,1070,822
1241,41.43,120,boneka-dummy,0.8511,222,487,460,793
1242,41.47,117,boneka-asli,0.7391,792,413,1053,822
1242,41.47,120,boneka-dummy,0.8511,197,485,437,794
1243,41.50,117,boneka-asli,0.7391,770,411,1032,821
1243,41.50,120,boneka-dummy,0.8511,173,484,415,794
1244,41.53,117,boneka-asli,0.7391,750,409,1012,819
1244,41.53,120,boneka-dummy,0.8511,148,483,391,793
1245,41.57,117,boneka-asli,0.7391,727,406,989,817
1245,41.57,120,boneka-dummy,0.8511,125,481,370,793
1246,41.60,117,boneka-asli,0.7391,704,404,966,814
1246,41.60,120,boneka-dummy,0.8511,101,481,345,791
1247,41.63,117,boneka-asli,0.7391,677,401,939,809
1247,41.63,120,boneka-dummy,0.8511,71,478,316,786
1248,41.67,117,boneka-asli,0.7391,650,396,912,804
1248,41.67,120,boneka-dummy,0.8511,44,470,293,782
1249,41.70,117,boneka-asli,0.7391,622,392,884,798
1249,41.70,120,boneka-dummy,0.8511,22,462,269,777
1250,41.73,117,boneka-asli,0.7391,592,387,855,794
1250,41.73,120,boneka-dummy,0.8511,11,456,246,773
1251,41.77,117,boneka-asli,0.7391,564,384,829,791
1252,41.80,117,boneka-asli,0.7391,533,380,798,787
1253,41.83,117,boneka-asli,0.7391,504,377,770,784
1253,41.83,156,boneka-asli,0.5950,292,261,1009,816
1254,41.87,117,boneka-asli,0.7391,475,375,742,783
1255,41.90,117,boneka-asli,0.7391,442,374,712,784
1255,41.90,156,boneka-asli,0.5950,146,249,869,810
1256,41.93,117,boneka-asli,0.7391,411,375,685,788
1257,41.97,117,boneka-asli,0.7391,376,378,654,796
1258,42.00,117,boneka-asli,0.7391,342,382,625,805
1259,42.03,117,boneka-asli,0.7391,310,387,597,815
1260,42.07,117,boneka-asli,0.7391,276,392,567,826
1261,42.10,117,boneka-asli,0.7391,245,394,541,835
1261,42.10,156,boneka-asli,0.5950,73,249,760,824
1262,42.14,117,boneka-asli,0.7391,214,397,516,843
1262,42.14,156,boneka-asli,0.5950,36,251,685,831
1263,42.17,117,boneka-asli,0.7391,185,399,491,849
1264,42.20,117,boneka-asli,0.7391,156,400,466,854
1265,42.24,117,boneka-asli,0.7391,128,398,443,857
1266,42.27,117,boneka-asli,0.7391,99,397,419,860
1267,42.30,117,boneka-asli,0.7391,61,395,387,864
1268,42.34,117,boneka-asli,0.7391,30,394,355,872
1269,42.37,117,boneka-asli,0.7391,15,395,325,882
1270,42.40,117,boneka-asli,0.7391,7,399,292,892
1321,44.10,164,boneka-asli,0.6146,106,211,231,353
1322,44.14,164,boneka-asli,0.6146,125,213,250,354
1323,44.17,164,boneka-asli,0.6146,157,216,280,355
1323,44.17,165,boneka-asli,0.5885,83,225,199,360
1324,44.21,164,boneka-asli,0.6146,191,219,314,360
1324,44.21,165,boneka-asli,0.5885,98,227,215,362
1325,44.24,164,boneka-asli,0.6146,228,224,349,363
1325,44.24,165,boneka-asli,0.5885,126,229,240,363
1327,44.31,165,boneka-asli,0.5885,177,234,290,365
1330,44.41,164,boneka-asli,0.6146,334,235,452,371
1342,44.81,165,boneka-asli,0.5885,450,257,566,391
1343,44.84,165,boneka-asli,0.5885,599,272,714,408
1344,44.87,165,boneka-asli,0.5885,682,281,798,420
1345,44.91,165,boneka-asli,0.5885,731,289,845,427
1350,45.07,165,boneka-asli,0.5885,803,301,917,440
1351,45.11,165,boneka-asli,0.5885,850,307,963,447
1352,45.14,165,boneka-asli,0.5885,885,312,999,453
1353,45.17,165,boneka-asli,0.5885,914,317,1028,460
1359,45.37,165,boneka-asli,0.5885,1010,316,1124,458
1360,45.41,165,boneka-asli,0.5885,1071,313,1185,457
1361,45.44,165,boneka-asli,0.5885,1116,312,1231,457
1444,48.21,181,boneka-dummy,0.8438,1806,454,1912,698
1445,48.24,181,boneka-dummy,0.8438,1807,455,1909,691
1446,48.28,181,boneka-dummy,0.8438,1804,453,1907,688
1447,48.31,181,boneka-dummy,0.8438,1799,451,1903,687
1448,48.35,181,boneka-dummy,0.8438,1791,452,1897,688
1449,48.38,181,boneka-dummy,0.8438,1782,453,1891,690
1450,48.41,181,boneka-dummy,0.8438,1768,455,1880,690
1451,48.45,181,boneka-dummy,0.8438,1743,461,1855,687
1452,48.48,181,boneka-dummy,0.8438,1716,479,1824,688
1453,48.51,181,boneka-dummy,0.8438,1681,485,1795,696
1453,48.51,182,boneka-asli,0.8276,1792,460,1913,709
1454,48.55,182,boneka-asli,0.8276,1784,466,1906,716
1455,48.58,181,boneka-dummy,0.8438,1634,500,1754,714
1455,48.58,182,boneka-asli,0.8276,1771,475,1893,724
1456,48.61,181,boneka-dummy,0.8438,1588,510,1717,735
1456,48.61,182,boneka-asli,0.8276,1748,488,1870,732
1457,48.65,182,boneka-asli,0.8276,1720,504,1843,745
1458,48.68,181,boneka-dummy,0.8438,1537,544,1665,759
1458,48.68,182,boneka-asli,0.8276,1689,519,1814,758
1459,48.71,181,boneka-dummy,0.8438,1491,574,1622,783
1459,48.71,182,boneka-asli,0.8276,1656,535,1784,772
1460,48.75,181,boneka-dummy,0.8438,1449,586,1590,806
1460,48.75,182,boneka-asli,0.8276,1624,552,1756,789
1461,48.78,182,boneka-asli,0.8276,1589,569,1726,808
1462,48.81,181,boneka-dummy,0.8438,1390,602,1541,833
1462,48.81,182,boneka-asli,0.8276,1552,582,1696,826
1463,48.85,181,boneka-dummy,0.8438,1339,613,1501,858
1463,48.85,182,boneka-asli,0.8276,1514,593,1665,844
1464,48.88,181,boneka-dummy,0.8438,1298,623,1467,876
1464,48.88,182,boneka-asli,0.8276,1479,606,1632,855
1465,48.91,181,boneka-dummy,0.8438,1266,655,1428,892
1465,48.91,182,boneka-asli,0.8276,1444,619,1601,867
1466,48.95,181,boneka-dummy,0.8438,1235,685,1391,907
1466,48.95,182,boneka-asli,0.8276,1410,631,1569,878
1467,48.98,181,boneka-dummy,0.8438,1198,691,1363,920
1467,48.98,182,boneka-asli,0.8276,1376,640,1539,889
1468,49.01,181,boneka-dummy,0.8438,1166,698,1336,929
1468,49.01,182,boneka-asli,0.8276,1345,647,1510,896
1469,49.05,181,boneka-dummy,0.8438,1135,690,1315,935
1469,49.05,182,boneka-asli,0.8276,1317,652,1484,900
1470,49.08,181,boneka-dummy,0.8438,1106,687,1293,938
1470,49.08,182,boneka-asli,0.8276,1291,654,1460,904
1471,49.11,181,boneka-dummy,0.8438,1080,681,1272,939
1471,49.11,182,boneka-asli,0.8276,1266,655,1438,907
1472,49.15,181,boneka-dummy,0.8438,1063,700,1244,939
1472,49.15,182,boneka-asli,0.8276,1244,655,1416,904
1473,49.18,181,boneka-dummy,0.8438,1046,714,1220,940
1473,49.18,182,boneka-asli,0.8276,1222,656,1394,902
1474,49.21,181,boneka-dummy,0.8438,1021,704,1206,942
1474,49.21,182,boneka-asli,0.8276,1202,656,1376,902
1475,49.25,181,boneka-dummy,0.8438,1002,706,1187,942
1475,49.25,182,boneka-asli,0.8276,1183,655,1358,901
1476,49.28,181,boneka-dummy,0.8438,979,695,1172,941
1476,49.28,182,boneka-asli,0.8276,1165,654,1342,900
1477,49.31,181,boneka-dummy,0.8438,960,692,1156,940
1477,49.31,182,boneka-asli,0.8276,1147,651,1325,898
1478,49.35,181,boneka-dummy,0.8438,942,685,1141,937
1478,49.35,182,boneka-asli,0.8276,1131,647,1310,895
1479,49.38,181,boneka-dummy,0.8438,925,678,1127,934
1479,49.38,182,boneka-asli,0.8276,1114,643,1296,892
1480,49.41,181,boneka-dummy,0.8438,909,678,1110,932
1480,49.41,182,boneka-asli,0.8276,1098,638,1284,891
1481,49.45,181,boneka-dummy,0.8438,899,687,1092,929
1481,49.45,182,boneka-asli,0.8276,1083,633,1270,888
1482,49.48,181,boneka-dummy,0.8438,887,679,1082,924
1482,49.48,182,boneka-asli,0.8276,1070,626,1259,883
1483,49.51,181,boneka-dummy,0.8438,874,662,1078,919
1483,49.51,182,boneka-asli,0.8276,1062,619,1251,877
1484,49.55,181,boneka-dummy,0.8438,865,646,1076,913
1484,49.55,182,boneka-asli,0.8276,1055,613,1245,871
1485,49.58,181,boneka-dummy,0.8438,860,634,1074,905
1485,49.58,182,boneka-asli,0.8276,1052,607,1241,864
1486,49.61,181,boneka-dummy,0.8438,858,625,1072,897
1486,49.61,182,boneka-asli,0.8276,1052,601,1240,857
1487,49.65,181,boneka-dummy,0.8438,864,634,1066,889
1487,49.65,182,boneka-asli,0.8276,1052,593,1241,849
1488,49.68,181,boneka-dummy,0.8438,872,642,1062,881
1488,49.68,182,boneka-asli,0.8276,1053,586,1242,842
1489,49.71,181,boneka-dummy,0.8438,878,646,1063,875
1489,49.71,182,boneka-asli,0.8276,1055,579,1245,835
1490,49.75,181,boneka-dummy,0.8438,878,634,1068,868
1490,49.75,182,boneka-asli,0.8276,1059,572,1249,828
1491,49.78,181,boneka-dummy,0.8438,881,630,1069,859
1491,49.78,182,boneka-asli,0.8276,1064,566,1254,821
1492,49.81,181,boneka-dummy,0.8438,886,630,1071,852
1492,49.81,182,boneka-asli,0.8276,1068,558,1257,811
1493,49.85,181,boneka-dummy,0.8438,884,607,1081,844
1493,49.85,182,boneka-asli,0.8276,1070,548,1261,803
1494,49.88,181,boneka-dummy,0.8438,885,595,1086,836
1494,49.88,182,boneka-asli,0.8276,1072,539,1265,795
1495,49.91,181,boneka-dummy,0.8438,884,586,1087,831
1495,49.91,182,boneka-asli,0.8276,1072,530,1266,788
1496,49.95,181,boneka-dummy,0.8438,884,586,1085,826
1496,49.95,182,boneka-asli,0.8276,1070,523,1266,782
1497,49.98,181,boneka-dummy,0.8438,882,582,1085,825
1497,49.98,182,boneka-asli,0.8276,1069,519,1266,780
1498,50.01,181,boneka-dummy,0.8438,876,566,1090,823
1498,50.01,182,boneka-asli,0.8276,1069,515,1266,776
1499,50.05,181,boneka-dummy,0.8438,873,557,1093,823
1499,50.05,182,boneka-asli,0.8276,1068,511,1266,773
1500,50.08,181,boneka-dummy,0.8438,872,553,1093,821
1500,50.08,182,boneka-asli,0.8276,1068,509,1265,771
1501,50.11,181,boneka-dummy,0.8438,871,547,1094,820
1501,50.11,182,boneka-asli,0.8276,1068,507,1265,770
1502,50.15,181,boneka-dummy,0.8438,870,544,1094,819
1502,50.15,182,boneka-asli,0.8276,1069,504,1267,767
1503,50.18,181,boneka-dummy,0.8438,876,555,1090,816
1503,50.18,182,boneka-asli,0.8276,1071,499,1270,764
1504,50.21,181,boneka-dummy,0.8438,874,545,1094,814
1504,50.21,182,boneka-asli,0.8276,1071,493,1275,761
1505,50.25,181,boneka-dummy,0.8438,871,533,1098,811
1505,50.25,182,boneka-asli,0.8276,1074,486,1279,757
1506,50.28,181,boneka-dummy,0.8438,869,520,1105,810
1506,50.28,182,boneka-asli,0.8276,1077,480,1285,753
1507,50.31,181,boneka-dummy,0.8438,873,506,1117,809
1507,50.31,182,boneka-asli,0.8276,1086,473,1296,748
1508,50.35,181,boneka-dummy,0.8438,894,521,1122,802
1508,50.35,182,boneka-asli,0.8276,1104,470,1314,744
1509,50.38,181,boneka-dummy,0.8438,922,534,1141,801
1509,50.38,182,boneka-asli,0.8276,1129,470,1341,746
1510,50.42,181,boneka-dummy,0.8438,947,526,1175,805
1510,50.42,182,boneka-asli,0.8276,1160,472,1374,751
1511,50.45,181,boneka-dummy,0.8438,978,524,1211,807
1511,50.45,182,boneka-asli,0.8276,1195,474,1413,757
1512,50.48,181,boneka-dummy,0.8438,1012,519,1252,812
1512,50.48,182,boneka-asli,0.8276,1233,479,1454,765
1513,50.52,181,boneka-dummy,0.8438,1051,526,1291,820
1513,50.52,182,boneka-asli,0.8276,1272,485,1497,776
1514,50.55,181,boneka-dummy,0.8438,1095,549,1327,829
1514,50.55,182,boneka-asli,0.8276,1314,494,1541,786
1515,50.58,181,boneka-dummy,0.8438,1142,575,1362,838
1515,50.58,182,boneka-asli,0.8276,1358,503,1587,798
1516,50.62,181,boneka-dummy,0.8438,1185,598,1399,848
1516,50.62,182,boneka-asli,0.8276,1402,513,1633,808
1517,50.65,181,boneka-dummy,0.8438,1225,608,1445,859
1518,50.68,181,boneka-dummy,0.8438,1263,617,1492,874
1518,50.68,182,boneka-asli,0.8276,1470,528,1710,831
1519,50.72,181,boneka-dummy,0.8438,1299,625,1537,889
1519,50.72,182,boneka-asli,0.8276,1526,544,1771,851
1520,50.75,181,boneka-dummy,0.8438,1331,632,1578,903
1520,50.75,182,boneka-asli,0.8276,1569,556,1821,871
1521,50.78,181,boneka-dummy,0.8438,1350,619,1620,917
1521,50.78,182,boneka-asli,0.8276,1604,564,1864,887
1522,50.82,181,boneka-dummy,0.8438,1364,608,1654,929
1522,50.82,182,boneka-asli,0.8276,1630,571,1892,902
1523,50.85,181,boneka-dummy,0.8438,1377,601,1681,941
1523,50.85,182,boneka-asli,0.8276,1648,577,1906,913
1524,50.88,181,boneka-dummy,0.8438,1388,599,1701,952
1524,50.88,182,boneka-asli,0.8276,1660,582,1913,923
1525,50.92,181,boneka-dummy,0.8438,1403,602,1717,959
1525,50.92,182,boneka-asli,0.8276,1671,587,1916,929
1526,50.95,181,boneka-dummy,0.8438,1413,600,1733,967
1526,50.95,182,boneka-asli,0.8276,1680,590,1918,937
1527,50.98,181,boneka-dummy,0.8438,1424,598,1748,973
1527,50.98,182,boneka-asli,0.8276,1688,591,1919,941
1528,51.02,181,boneka-dummy,0.8438,1435,597,1762,979
1528,51.02,182,boneka-asli,0.8276,1697,592,1919,945
1529,51.05,181,boneka-dummy,0.8438,1444,595,1775,985
1529,51.05,182,boneka-asli,0.8276,1701,591,1919,964
1530,51.08,181,boneka-dummy,0.8438,1454,594,1787,991
1530,51.08,182,boneka-asli,0.8276,1709,590,1919,967
1531,51.12,181,boneka-dummy,0.8438,1461,594,1795,995
1531,51.12,182,boneka-asli,0.8276,1717,589,1919,965
1532,51.15,181,boneka-dummy,0.8438,1467,593,1801,997
1532,51.15,182,boneka-asli,0.8276,1725,587,1919,964
1533,51.18,181,boneka-dummy,0.8438,1472,592,1808,999
1533,51.18,182,boneka-asli,0.8276,1731,586,1919,964
1534,51.22,181,boneka-dummy,0.8438,1476,590,1812,1001
1534,51.22,182,boneka-asli,0.8276,1737,584,1919,964
1535,51.25,181,boneka-dummy,0.8438,1476,587,1813,1001
1535,51.25,182,boneka-asli,0.8276,1741,582,1919,963
1536,51.28,181,boneka-dummy,0.8438,1474,585,1811,1001
1536,51.28,182,boneka-asli,0.8276,1743,579,1919,963
1537,51.32,181,boneka-dummy,0.8438,1469,583,1806,1001
1537,51.32,182,boneka-asli,0.8276,1743,577,1919,963
1538,51.35,181,boneka-dummy,0.8438,1460,581,1798,1001
1539,51.38,181,boneka-dummy,0.8438,1449,583,1786,1003
1540,51.42,181,boneka-dummy,0.8438,1435,583,1772,1004
1540,51.42,182,boneka-asli,0.8276,1734,579,1919,964
1541,51.45,181,boneka-dummy,0.8438,1419,582,1757,1006
1541,51.45,182,boneka-asli,0.8276,1724,578,1919,964
1542,51.48,181,boneka-dummy,0.8438,1402,582,1741,1008
1542,51.48,182,boneka-asli,0.8276,1713,578,1917,966
1543,51.52,181,boneka-dummy,0.8438,1385,582,1725,1009
1543,51.52,182,boneka-asli,0.8276,1703,579,1912,967
1544,51.55,181,boneka-dummy,0.8438,1368,582,1708,1009
1544,51.55,182,boneka-asli,0.8276,1692,578,1906,969
1545,51.58,181,boneka-dummy,0.8438,1351,581,1692,1011
1545,51.58,182,boneka-asli,0.8276,1680,577,1903,976
1546,51.62,181,boneka-dummy,0.8438,1334,581,1677,1013
1546,51.62,182,boneka-asli,0.8276,1669,580,1899,980
1547,51.65,181,boneka-dummy,0.8438,1318,582,1662,1017
1547,51.65,182,boneka-asli,0.8276,1657,582,1894,985
1548,51.68,181,boneka-dummy,0.8438,1302,586,1648,1025
1548,51.68,182,boneka-asli,0.8276,1645,585,1891,992
1549,51.72,181,boneka-dummy,0.8438,1296,622,1624,1035
1549,51.72,182,boneka-asli,0.8276,1633,590,1887,998
1550,51.75,181,boneka-dummy,0.8438,1275,619,1615,1045
1550,51.75,182,boneka-asli,0.8276,1621,595,1882,1003
1551,51.78,181,boneka-dummy,0.8438,1254,612,1607,1056
1551,51.78,182,boneka-asli,0.8276,1608,599,1876,1008
1552,51.82,181,boneka-dummy,0.8438,1236,605,1598,1064
