frame,timestamp_sec,class,confidence,x1,y1,x2,y2
1104,36.86,boneka-dummy,0.6890,1248,445,1629,1079
1104,36.86,boneka-asli,0.6185,1244,444,1631,1079
1104,36.86,boneka-dummy,0.5587,204,0,550,136
1105,36.89,boneka-dummy,0.8546,445,540,742,998
1105,36.89,boneka-dummy,0.6013,1243,450,1627,1080
1105,36.89,boneka-asli,0.5906,1239,450,1631,1079
1105,36.89,boneka-dummy,0.5154,489,531,660,636
1106,36.93,boneka-dummy,0.8522,442,549,736,1005
1106,36.93,boneka-asli,0.6923,1241,460,1622,1078
1106,36.93,boneka-dummy,0.6672,1243,455,1620,1080
1107,36.96,boneka-dummy,0.8517,446,550,734,1007
1107,36.96,boneka-asli,0.7635,1239,465,1619,1080
1107,36.96,boneka-dummy,0.6067,1241,459,1618,1080
1108,36.99,boneka-dummy,0.8522,445,549,741,1010
1108,36.99,boneka-asli,0.7681,1238,468,1617,1080
1108,36.99,boneka-dummy,0.6252,1241,463,1616,1080
1109,37.03,boneka-dummy,0.8652,449,551,744,1015
1109,37.03,boneka-asli,0.8215,1241,471,1618,1080
1109,37.03,boneka-dummy,0.5841,1244,465,1617,1080
1109,37.03,boneka-dummy,0.5627,96,0,601,168
1110,37.06,boneka-dummy,0.8740,457,555,746,1019
1110,37.06,boneka-asli,0.8134,1245,481,1615,1080
1110,37.06,boneka-dummy,0.6332,102,0,599,174
1110,37.06,boneka-dummy,0.6110,1247,479,1614,1080
1110,37.06,boneka-dummy,0.5416,1554,837,1717,934
1111,37.09,boneka-dummy,0.8657,463,573,748,1026
1111,37.09,boneka-asli,0.7684,1244,485,1613,1080
1111,37.09,boneka-dummy,0.7136,1246,486,1612,1080
1111,37.09,boneka-dummy,0.6081,1720,181,1845,305
1112,37.13,boneka-dummy,0.8674,457,584,750,1036
1112,37.13,boneka-asli,0.7654,1243,494,1610,1080
1112,37.13,boneka-dummy,0.5910,1248,491,1610,1080
1112,37.13,boneka-dummy,0.5324,82,0,606,181
1113,37.16,boneka-dummy,0.8603,463,588,758,1038
1113,37.16,boneka-asli,0.7514,1245,501,1609,1080
1113,37.16,boneka-dummy,0.6600,1250,500,1609,1080
1113,37.16,boneka-dummy,0.5118,55,0,573,193
1114,37.19,boneka-dummy,0.8497,458,595,755,1043
1114,37.19,boneka-asli,0.7193,1246,508,1612,1080
1114,37.19,boneka-dummy,0.5698,1251,509,1611,1080
1115,37.23,boneka-dummy,0.8557,457,596,758,1052
1115,37.23,boneka-asli,0.6795,1248,510,1614,1080
1115,37.23,boneka-dummy,0.6311,1253,512,1615,1080
1115,37.23,boneka-dummy,0.5209,33,0,593,207
1116,37.26,boneka-dummy,0.8346,464,604,764,1054
1116,37.26,boneka-dummy,0.6800,1255,514,1619,1080
1116,37.26,boneka-asli,0.6282,1250,511,1618,1080
1117,37.29,boneka-dummy,0.8540,472,597,768,1055
1117,37.29,boneka-dummy,0.7213,1260,516,1622,1080
1117,37.29,boneka-asli,0.5518,1256,514,1620,1080
1118,37.33,boneka-dummy,0.8718,479,602,771,1058
1118,37.33,boneka-dummy,0.7915,1267,520,1627,1080
1119,37.36,boneka-dummy,0.8649,495,600,781,1058
1119,37.36,boneka-dummy,0.7016,1278,521,1633,1080
1119,37.36,boneka-asli,0.5226,1277,516,1627,1080
1120,37.39,boneka-dummy,0.8647,500,603,806,1060
1120,37.39,boneka-dummy,0.6647,1286,523,1645,1080
1121,37.43,boneka-dummy,0.8388,508,612,808,1062
1121,37.43,boneka-asli,0.7517,1298,522,1652,1080
1121,37.43,boneka-dummy,0.5868,48,0,528,239
1122,37.46,boneka-dummy,0.8456,527,607,820,1060
1122,37.46,boneka-asli,0.7537,1304,521,1662,1080
1122,37.46,boneka-dummy,0.5574,55,0,537,235
1123,37.49,boneka-dummy,0.8817,540,607,825,1061
1123,37.49,boneka-asli,0.7413,1314,525,1666,1080
1123,37.49,boneka-dummy,0.6801,50,0,527,239
1124,37.53,boneka-dummy,0.8808,549,607,826,1063
1124,37.53,boneka-asli,0.7530,1321,529,1666,1080
1124,37.53,boneka-dummy,0.6654,65,0,533,238
1125,37.56,boneka-dummy,0.8710,556,615,834,1061
1125,37.56,boneka-asli,0.7700,1323,536,1665,1080
1125,37.56,boneka-dummy,0.6067,65,0,540,242
1125,37.56,boneka-asli,0.5849,1768,209,1900,347
1125,37.56,boneka-dummy,0.5074,1601,863,1762,959
1126,37.59,boneka-dummy,0.8757,558,616,831,1061
1126,37.59,boneka-asli,0.7746,1321,537,1662,1080
1126,37.59,boneka-dummy,0.6177,72,0,540,240
1126,37.59,boneka-asli,0.5229,1768,210,1893,346
1127,37.63,boneka-dummy,0.8813,561,615,835,1056
1127,37.63,boneka-asli,0.7151,1317,534,1654,1080
1127,37.63,boneka-dummy,0.5990,71,0,530,241
1128,37.66,boneka-dummy,0.8920,559,609,835,1053
1128,37.66,boneka-asli,0.6713,1310,533,1649,1080
1128,37.66,boneka-dummy,0.6050,81,0,526,241
1129,37.69,boneka-dummy,0.8839,555,607,839,1050
1129,37.69,boneka-asli,0.6031,1305,529,1642,1080
1130,37.73,boneka-dummy,0.8885,556,608,841,1041
1130,37.73,boneka-dummy,0.5285,1761,209,1878,350
1130,37.73,boneka-asli,0.5240,1301,527,1641,1080
1131,37.76,boneka-dummy,0.8780,557,608,832,1034
1131,37.76,boneka-dummy,0.5419,1760,210,1873,350
1131,37.76,boneka-dummy,0.5233,1303,524,1635,1080
1132,37.79,boneka-dummy,0.8854,555,604,828,1025
1132,37.79,boneka-dummy,0.5868,1747,211,1871,349
1132,37.79,boneka-asli,0.5349,1297,521,1631,1074
1133,37.83,boneka-dummy,0.8681,557,608,834,1014
1133,37.83,boneka-dummy,0.6116,98,0,533,229
1134,37.86,boneka-dummy,0.8540,559,607,839,1006
1134,37.86,boneka-dummy,0.5670,53,0,533,241
1134,37.86,boneka-dummy,0.5197,1289,511,1626,1055
1135,37.89,boneka-dummy,0.8702,567,591,830,1000
1135,37.89,boneka-asli,0.6523,1281,502,1613,1041
1135,37.89,boneka-dummy,0.5417,62,0,525,241
1136,37.93,boneka-dummy,0.8678,563,576,830,992
1136,37.93,boneka-asli,0.7905,1272,491,1606,1033
1136,37.93,boneka-dummy,0.5903,55,0,530,241
1137,37.96,boneka-dummy,0.8749,556,573,820,983
1137,37.96,boneka-asli,0.7562,1264,490,1595,1027
1137,37.96,boneka-dummy,0.5333,88,0,527,155
1138,37.99,boneka-dummy,0.8452,549,575,815,976
1138,37.99,boneka-asli,0.7470,1261,489,1583,1009
1138,37.99,boneka-dummy,0.5635,80,0,523,155
1139,38.03,boneka-dummy,0.8552,549,566,806,965
1139,38.03,boneka-asli,0.7396,1256,486,1576,1003
1139,38.03,boneka-dummy,0.5456,83,0,531,187
1140,38.06,boneka-dummy,0.8613,548,569,805,960
1140,38.06,boneka-dummy,0.6112,78,0,513,196
1140,38.06,boneka-dummy,0.5498,1623,218,1743,359
1141,38.10,boneka-dummy,0.8405,537,571,807,957
1141,38.10,boneka-dummy,0.6270,49,0,499,239
1142,38.13,boneka-dummy,0.8363,527,564,798,952
1142,38.13,boneka-dummy,0.5727,62,0,477,197
1142,38.13,boneka-asli,0.5258,699,322,1395,994
1143,38.16,boneka-dummy,0.8545,521,570,786,950
1143,38.16,boneka-asli,0.5817,675,327,1428,985
1143,38.16,boneka-dummy,0.5465,66,0,490,201
1144,38.20,boneka-dummy,0.8747,515,567,778,948
1144,38.20,boneka-dummy,0.5660,72,0,486,164
1144,38.20,boneka-asli,0.5373,683,334,1441,982
1144,38.20,boneka-asli,0.5129,1710,211,1813,345
1145,38.23,boneka-dummy,0.8731,515,561,777,948
1145,38.23,boneka-dummy,0.5393,71,0,505,192
1145,38.23,boneka-asli,0.5202,1202,480,1528,981
1146,38.26,boneka-dummy,0.8774,518,560,778,944
1146,38.26,boneka-dummy,0.5399,67,0,503,184
1146,38.26,boneka-asli,0.5325,1201,479,1528,980
1147,38.30,boneka-dummy,0.8792,516,562,777,943
1147,38.30,boneka-dummy,0.6255,66,0,499,230
1147,38.30,boneka-asli,0.5967,1703,212,1808,351
1147,38.30,boneka-asli,0.5088,663,298,1524,984
1148,38.33,boneka-dummy,0.8804,518,565,774,942
1148,38.33,boneka-dummy,0.5753,67,0,500,204
1148,38.33,boneka-asli,0.5422,1199,479,1523,978
1149,38.36,boneka-dummy,0.8791,519,564,776,941
1149,38.36,boneka-asli,0.6196,1200,480,1519,977
1149,38.36,boneka-asli,0.5368,670,345,1362,977
1149,38.36,boneka-dummy,0.5105,62,0,493,205
1150,38.40,boneka-dummy,0.8778,515,566,777,940
1150,38.40,boneka-asli,0.7237,1194,480,1511,976
1150,38.40,boneka-asli,0.5376,666,349,1341,972
1151,38.43,boneka-dummy,0.8709,517,566,774,939
1151,38.43,boneka-asli,0.7314,1186,480,1501,977
1151,38.43,boneka-dummy,0.5204,23,0,515,245
1151,38.43,boneka-asli,0.5072,654,300,1438,979
1152,38.46,boneka-dummy,0.8497,514,572,781,941
1152,38.46,boneka-asli,0.7230,1181,482,1492,977
1153,38.50,boneka-dummy,0.8370,503,576,764,942
1153,38.50,boneka-asli,0.6653,1175,484,1482,978
1153,38.50,boneka-asli,0.5210,1686,218,1796,347
1154,38.53,boneka-dummy,0.8246,509,579,741,941
1154,38.53,boneka-asli,0.5941,1162,488,1475,975
1154,38.53,boneka-asli,0.5641,641,309,1448,989
1154,38.53,boneka-dummy,0.5544,1164,482,1477,982
1155,38.56,boneka-dummy,0.8734,509,578,740,942
1155,38.56,boneka-asli,0.6943,1159,490,1459,979
1155,38.56,boneka-asli,0.5434,630,309,1457,980
1156,38.60,boneka-dummy,0.8543,505,578,745,941
1156,38.60,boneka-asli,0.6903,633,332,1452,978
1156,38.60,boneka-asli,0.6807,1151,495,1444,977
1157,38.63,boneka-dummy,0.8438,505,579,741,942
1157,38.63,boneka-asli,0.6980,1145,496,1441,974
1157,38.63,boneka-asli,0.5727,629,316,1458,976
1158,38.66,boneka-dummy,0.8742,492,575,732,939
1158,38.66,boneka-asli,0.7110,627,330,1451,974
1158,38.66,boneka-asli,0.6905,1142,496,1436,970
1158,38.66,boneka-dummy,0.5751,1141,493,1439,974
1159,38.70,boneka-dummy,0.8865,492,577,733,938
1159,38.70,boneka-asli,0.6947,1136,494,1433,968
1159,38.70,boneka-asli,0.6737,621,327,1456,973
1160,38.73,boneka-dummy,0.8875,487,575,736,937
1160,38.73,boneka-asli,0.6518,1127,492,1428,966
1160,38.73,boneka-asli,0.5591,624,326,1428,977
1161,38.76,boneka-dummy,0.8856,489,573,732,933
1161,38.76,boneka-asli,0.7250,1122,492,1417,965
1161,38.76,boneka-asli,0.5619,637,343,1374,970
1162,38.80,boneka-dummy,0.8970,488,569,732,926
1162,38.80,boneka-asli,0.7505,1118,490,1414,965
1163,38.83,boneka-dummy,0.9059,489,571,727,916
1163,38.83,boneka-asli,0.7576,1113,482,1407,956
1163,38.83,boneka-asli,0.6337,633,346,1302,950
1164,38.86,boneka-dummy,0.9021,482,575,727,909
1164,38.86,boneka-asli,0.7687,1107,482,1404,945
1165,38.90,boneka-dummy,0.8733,479,566,724,905
1165,38.90,boneka-asli,0.7508,1104,475,1395,941
1165,38.90,boneka-dummy,0.5006,1104,469,1404,939
1165,38.90,boneka-dummy,0.5005,500,560,655,657
1166,38.93,boneka-dummy,0.8776,475,568,715,897
1166,38.93,boneka-asli,0.7830,1102,473,1388,938
1167,38.96,boneka-dummy,0.8525,472,562,719,897
1167,38.96,boneka-asli,0.7527,1100,471,1390,929
1167,38.96,boneka-dummy,0.6176,1098,455,1394,935
1167,38.96,boneka-asli,0.5075,619,328,1398,934
1168,39.00,boneka-dummy,0.8456,470,560,711,891
1168,39.00,boneka-asli,0.7526,1093,468,1379,925
1168,39.00,boneka-dummy,0.6736,1089,451,1383,930
1168,39.00,boneka-asli,0.5194,597,329,1378,953
1169,39.03,boneka-dummy,0.8393,465,552,695,888
1169,39.03,boneka-asli,0.7397,1086,468,1376,922
1169,39.03,boneka-dummy,0.6863,1082,451,1379,927
1169,39.03,boneka-asli,0.6318,569,320,1357,963
1170,39.06,boneka-dummy,0.8361,462,550,691,888
1170,39.06,boneka-dummy,0.7865,1075,447,1373,924
1170,39.06,boneka-asli,0.6580,593,319,1358,928
1170,39.06,boneka-asli,0.6017,1076,465,1368,921
1171,39.10,boneka-dummy,0.8100,462,543,694,883
1171,39.10,boneka-asli,0.7401,1075,463,1359,916
1171,39.10,boneka-dummy,0.7172,1073,448,1368,911
1171,39.10,boneka-asli,0.5685,576,321,1352,916
1171,39.10,boneka-dummy,0.5153,52,0,481,249
1172,39.13,boneka-asli,0.7452,1073,460,1352,917
1172,39.13,boneka-dummy,0.7056,455,540,687,878
1172,39.13,boneka-dummy,0.5852,48,0,481,245
1172,39.13,boneka-asli,0.5622,576,317,1350,912
1172,39.13,boneka-dummy,0.5448,1073,443,1367,911
1173,39.16,boneka-asli,0.7952,1068,456,1345,915
1173,39.16,boneka-dummy,0.7296,464,537,692,871
1173,39.16,boneka-dummy,0.5185,24,0,476,242
1174,39.20,boneka-dummy,0.7858,463,533,687,866
1174,39.20,boneka-asli,0.7682,1061,456,1345,906
1174,39.20,boneka-asli,0.5936,582,292,1350,904
1174,39.20,boneka-dummy,0.5547,52,0,472,242
1175,39.23,boneka-dummy,0.7923,458,529,692,862
1175,39.23,boneka-asli,0.7244,1058,451,1347,898
1175,39.23,boneka-dummy,0.6727,51,0,459,239
1175,39.23,boneka-asli,0.6370,598,300,1336,898
1175,39.23,boneka-dummy,0.5169,1060,444,1348,898
1176,39.26,boneka-dummy,0.8635,453,525,692,857
1176,39.26,boneka-asli,0.7331,1055,445,1340,896
1176,39.26,boneka-dummy,0.5427,1057,443,1344,895
1177,39.30,boneka-dummy,0.8440,457,524,691,854
1177,39.30,boneka-asli,0.7801,1054,442,1342,893
1177,39.30,boneka-dummy,0.6435,53,0,475,240
1177,39.30,boneka-dummy,0.5352,1056,435,1344,892
1178,39.33,boneka-dummy,0.8114,460,525,699,851
1178,39.33,boneka-asli,0.7902,1056,441,1341,887
1178,39.33,boneka-asli,0.6780,618,301,1295,880
1178,39.33,boneka-dummy,0.5872,55,0,468,231
1178,39.33,boneka-dummy,0.5772,1058,434,1342,890
1179,39.36,boneka-dummy,0.8443,462,522,693,848
1179,39.36,boneka-asli,0.7857,1058,440,1343,886
1179,39.36,boneka-asli,0.6634,615,300,1252,879
1179,39.36,boneka-dummy,0.5191,55,0,469,231
1180,39.40,boneka-dummy,0.8626,461,522,692,846
1180,39.40,boneka-asli,0.7940,1060,439,1343,882
1180,39.40,boneka-asli,0.6611,633,301,1250,874
1180,39.40,boneka-dummy,0.5110,53,0,469,215
1181,39.43,boneka-dummy,0.8385,463,522,693,843
1181,39.43,boneka-asli,0.7665,1061,437,1340,875
1181,39.43,boneka-asli,0.5700,637,300,1264,874
1181,39.43,boneka-dummy,0.5072,1063,429,1345,878
1182,39.46,boneka-dummy,0.8121,464,521,696,842
1182,39.46,boneka-asli,0.7661,1062,435,1339,875
1182,39.46,boneka-asli,0.6508,633,301,1203,873
1182,39.46,boneka-dummy,0.5269,1064,428,1344,878
1183,39.50,boneka-dummy,0.8134,458,522,702,843
1183,39.50,boneka-asli,0.7518,1061,437,1341,874
1183,39.50,boneka-asli,0.6969,626,302,1239,869
1183,39.50,boneka-dummy,0.6464,1063,430,1342,876
1184,39.53,boneka-dummy,0.8394,463,521,689,840
1184,39.53,boneka-asli,0.7375,1059,437,1337,873
1184,39.53,boneka-asli,0.7281,610,302,1265,870
1184,39.53,boneka-dummy,0.6304,1060,431,1340,875
1184,39.53,boneka-dummy,0.6250,51,0,475,236
1185,39.56,boneka-dummy,0.8502,461,520,691,840
1185,39.56,boneka-asli,0.7478,1058,441,1338,874
1185,39.56,boneka-asli,0.6609,1623,214,1717,331
1185,39.56,boneka-asli,0.6576,611,297,1327,873
1185,39.56,boneka-dummy,0.5853,56,0,481,238
1185,39.56,boneka-dummy,0.5254,1058,433,1338,877
1186,39.60,boneka-dummy,0.8411,465,522,687,841
1186,39.60,boneka-asli,0.7712,1056,441,1337,874
1186,39.60,boneka-asli,0.5962,616,318,1224,874
1186,39.60,boneka-dummy,0.5640,52,0,477,234
1186,39.60,boneka-asli,0.5419,1620,215,1715,336
1186,39.60,boneka-dummy,0.5222,1056,433,1337,876
1187,39.63,boneka-dummy,0.8590,461,523,685,842
1187,39.63,boneka-asli,0.7613,1055,444,1336,873
1187,39.63,boneka-asli,0.5926,613,303,1326,875
1188,39.66,boneka-dummy,0.8533,464,523,691,842
1188,39.66,boneka-asli,0.7545,1052,444,1333,873
1188,39.66,boneka-asli,0.5978,607,308,1318,870
1188,39.66,boneka-dummy,0.5225,1051,437,1333,877
1189,39.70,boneka-dummy,0.8420,461,526,689,841
1189,39.70,boneka-asli,0.7576,1052,443,1333,873
1189,39.70,boneka-asli,0.5489,602,304,1332,870
1189,39.70,boneka-dummy,0.5364,64,0,477,232
1189,39.70,boneka-dummy,0.5265,1050,437,1333,877
1190,39.73,boneka-dummy,0.8389,464,523,686,840
1190,39.73,boneka-asli,0.7278,1053,443,1336,871
1190,39.73,boneka-asli,0.6538,609,304,1303,869
1190,39.73,boneka-dummy,0.6164,1051,437,1334,872
1190,39.73,boneka-dummy,0.5542,63,0,465,200
1191,39.76,boneka-dummy,0.8559,462,518,690,838
1191,39.76,boneka-asli,0.7608,1054,440,1336,872
1191,39.76,boneka-dummy,0.5923,1052,432,1337,872
1191,39.76,boneka-asli,0.5867,616,298,1307,865
1191,39.76,boneka-dummy,0.5258,61,0,457,206
1192,39.80,boneka-dummy,0.8465,461,521,688,840
1192,39.80,boneka-asli,0.7586,1058,439,1337,872
1192,39.80,boneka-asli,0.6673,621,302,1312,870
1192,39.80,boneka-dummy,0.5315,1058,433,1338,872
1193,39.83,boneka-dummy,0.8325,460,526,697,843
1193,39.83,boneka-asli,0.7785,1058,444,1339,878
1193,39.83,boneka-dummy,0.6206,56,0,473,215
1193,39.83,boneka-asli,0.5036,612,295,1341,877
1194,39.86,boneka-dummy,0.8152,457,529,705,849
1194,39.86,boneka-asli,0.7611,1055,450,1336,887
1194,39.86,boneka-dummy,0.6737,61,0,465,235
1194,39.86,boneka-asli,0.5811,643,311,1341,884
1194,39.86,boneka-dummy,0.5501,1058,444,1337,889
1195,39.90,boneka-dummy,0.7977,461,530,701,853
1195,39.90,boneka-asli,0.7432,1056,455,1339,891
1195,39.90,boneka-dummy,0.5952,1058,453,1338,889
1195,39.90,boneka-dummy,0.5931,65,0,471,235
1196,39.93,boneka-dummy,0.7957,458,530,706,854
1196,39.93,boneka-asli,0.7215,1055,456,1338,889
1196,39.93,boneka-dummy,0.5624,1057,453,1338,888
1196,39.93,boneka-dummy,0.5418,63,0,477,234
1196,39.93,boneka-asli,0.5191,611,314,1350,896
1197,39.96,boneka-dummy,0.7888,459,534,701,852
1197,39.96,boneka-asli,0.7159,1057,453,1341,890
1197,39.96,boneka-dummy,0.6280,66,0,461,209
1197,39.96,boneka-asli,0.5923,629,313,1347,889
1197,39.96,boneka-dummy,0.5227,1060,451,1339,888
1198,40.00,boneka-dummy,0.8070,458,531,695,852
1198,40.00,boneka-asli,0.7182,1054,456,1337,891
1198,40.00,boneka-dummy,0.6746,62,0,465,234
1198,40.00,boneka-asli,0.5306,618,309,1353,890
1199,40.03,boneka-dummy,0.7815,461,534,705,854
1199,40.03,boneka-asli,0.7517,1054,457,1338,891
1199,40.03,boneka-dummy,0.7148,62,0,458,230
1199,40.03,boneka-dummy,0.5505,1058,456,1337,890
1200,40.07,boneka-dummy,0.8068,466,529,700,852
1200,40.07,boneka-asli,0.7526,1052,457,1335,891
1200,40.07,boneka-dummy,0.6826,59,0,448,227
1201,40.10,boneka-dummy,0.8397,462,527,693,847
1201,40.10,boneka-asli,0.7592,1051,451,1337,887
1201,40.10,boneka-dummy,0.7224,46,0,459,235
1201,40.10,boneka-asli,0.6236,623,311,1335,878
1202,40.13,boneka-dummy,0.8276,467,520,685,839
1202,40.13,boneka-asli,0.7768,1052,441,1335,874
1202,40.13,boneka-dummy,0.6687,45,0,459,228
1202,40.13,boneka-dummy,0.5452,1053,434,1333,875
1203,40.17,boneka-dummy,0.7508,468,509,683,821
1203,40.17,boneka-asli,0.7310,1051,431,1327,864
1203,40.17,boneka-dummy,0.6444,1050,423,1327,861
1203,40.17,boneka-dummy,0.5739,30,0,471,221
1203,40.17,boneka-asli,0.5717,628,303,1229,858
1204,40.20,boneka-dummy,0.8084,463,497,694,812
1204,40.20,boneka-asli,0.7831,1048,424,1317,857
1204,40.20,boneka-dummy,0.6856,47,0,430,175
1204,40.20,boneka-asli,0.5357,629,261,1296,851
1205,40.23,boneka-asli,0.7439,1046,421,1314,845
1205,40.23,boneka-dummy,0.6974,465,501,693,808
1205,40.23,boneka-dummy,0.6511,56,0,437,159
1206,40.27,boneka-dummy,0.8123,468,489,680,799
1206,40.27,boneka-asli,0.7590,1042,418,1305,840
1206,40.27,boneka-dummy,0.7112,58,0,441,170
1207,40.30,boneka-dummy,0.8523,465,485,683,795
1207,40.30,boneka-asli,0.7576,1044,417,1301,832
1207,40.30,boneka-dummy,0.7228,58,0,449,179
1208,40.33,boneka-dummy,0.8114,464,482,695,793
1208,40.33,boneka-asli,0.7558,1044,416,1303,827
1208,40.33,boneka-dummy,0.6442,3,0,485,211
1209,40.37,boneka-dummy,0.7862,466,484,702,790
1209,40.37,boneka-asli,0.7720,1045,412,1303,824
1209,40.37,boneka-dummy,0.6896,42,0,490,197
1210,40.40,boneka-asli,0.8230,1047,414,1299,821
1210,40.40,boneka-dummy,0.8143,466,483,703,787
1210,40.40,boneka-dummy,0.6821,46,0,478,189
1211,40.43,boneka-dummy,0.8258,471,481,698,786
1211,40.43,boneka-asli,0.8179,1047,416,1301,824
1211,40.43,boneka-dummy,0.6443,54,0,484,160
1211,40.43,boneka-asli,0.5944,589,270,1358,824
1212,40.47,boneka-asli,0.7961,1047,421,1304,828
1212,40.47,boneka-dummy,0.7801,477,488,691,790
1212,40.47,boneka-dummy,0.6965,60,0,475,156
1212,40.47,boneka-asli,0.6673,595,286,1351,826
1213,40.50,boneka-asli,0.7697,1046,426,1304,839
1213,40.50,boneka-dummy,0.7546,53,0,483,206
1213,40.50,boneka-dummy,0.7282,479,506,685,795
1213,40.50,boneka-dummy,0.5119,558,0,715,57
1214,40.53,boneka-asli,0.7951,1045,430,1293,845
1214,40.53,boneka-dummy,0.7782,52,0,486,217
1214,40.53,boneka-dummy,0.7563,483,500,684,803
1215,40.57,boneka-asli,0.8388,1044,443,1294,848
1215,40.57,boneka-dummy,0.7959,483,503,686,809
1215,40.57,boneka-dummy,0.7842,58,0,484,220
1216,40.60,boneka-asli,0.8204,1040,443,1294,847
1216,40.60,boneka-dummy,0.8035,59,0,485,225
1216,40.60,boneka-dummy,0.7913,484,503,682,807
1217,40.63,boneka-asli,0.8072,1032,441,1288,845
1217,40.63,boneka-dummy,0.7968,478,503,693,804
1217,40.63,boneka-dummy,0.7686,51,0,479,221
1218,40.67,boneka-asli,0.8077,1026,440,1284,844
1218,40.67,boneka-dummy,0.7880,483,504,685,805
1218,40.67,boneka-dummy,0.7828,51,0,477,223
1219,40.70,boneka-asli,0.8449,1021,441,1283,842
1219,40.70,boneka-dummy,0.7668,53,0,482,221
1219,40.70,boneka-dummy,0.7588,471,507,692,805
1220,40.73,boneka-asli,0.8432,1019,442,1282,839
1220,40.73,boneka-dummy,0.7589,466,506,688,802
1220,40.73,boneka-dummy,0.6905,52,0,472,219
1221,40.77,boneka-asli,0.8408,1017,439,1281,836
1221,40.77,boneka-dummy,0.7659,55,0,475,217
1221,40.77,boneka-dummy,0.7465,469,501,688,797
1222,40.80,boneka-asli,0.7750,1014,437,1270,833
1222,40.80,boneka-dummy,0.7718,468,505,677,793
1222,40.80,boneka-dummy,0.7221,50,0,450,213
1223,40.83,boneka-dummy,0.7970,463,494,678,791
1223,40.83,boneka-dummy,0.7757,47,0,449,211
1223,40.83,boneka-asli,0.7653,1013,428,1265,825
1223,40.83,boneka-asli,0.5093,179,417,345,783
1224,40.87,boneka-dummy,0.8104,460,492,676,785
1224,40.87,boneka-asli,0.7806,1008,425,1255,823
1224,40.87,boneka-dummy,0.6785,42,0,428,197
1225,40.90,boneka-dummy,0.8176,457,486,665,777
1225,40.90,boneka-asli,0.8043,1004,424,1250,816
1225,40.90,boneka-dummy,0.7060,33,0,437,203
1226,40.93,boneka-dummy,0.8506,433,489,663,774
1226,40.93,boneka-asli,0.7966,993,422,1241,815
1226,40.93,boneka-dummy,0.6557,30,0,416,199
1227,40.97,boneka-dummy,0.7933,421,482,646,771
1227,40.97,boneka-asli,0.7855,978,416,1238,813
1227,40.97,boneka-dummy,0.7058,13,0,429,203
1228,41.00,boneka-dummy,0.8330,411,478,635,768
1228,41.00,boneka-asli,0.7906,972,411,1225,809
1228,41.00,boneka-dummy,0.7642,10,0,423,194
1229,41.03,boneka-asli,0.7821,960,412,1205,806
1229,41.03,boneka-dummy,0.7800,410,479,616,767
1229,41.03,boneka-dummy,0.7401,0,0,390,190
1230,41.07,boneka-asli,0.8172,947,407,1193,801
1230,41.07,boneka-dummy,0.7786,383,486,615,768
1230,41.07,boneka-dummy,0.7310,1,0,366,168
1231,41.10,boneka-asli,0.8336,933,403,1188,797
1231,41.10,boneka-dummy,0.7272,367,495,600,765
1231,41.10,boneka-dummy,0.6895,3,0,370,162
1232,41.13,boneka-asli,0.7920,926,403,1181,805
1232,41.13,boneka-dummy,0.7676,368,485,578,767
1232,41.13,boneka-dummy,0.6468,1,0,341,161
1233,41.17,boneka-dummy,0.8051,358,477,573,772
1233,41.17,boneka-asli,0.7216,916,407,1164,809
1233,41.17,boneka-asli,0.5426,461,278,1196,814
1233,41.17,boneka-dummy,0.5163,0,0,318,160
1234,41.20,boneka-dummy,0.8200,330,485,573,777
1234,41.20,boneka-asli,0.8161,905,412,1156,811
1235,41.23,boneka-asli,0.8062,894,410,1143,810
1235,41.23,boneka-dummy,0.7927,316,483,561,782
1236,41.27,boneka-dummy,0.8396,301,482,535,785
1236,41.27,boneka-asli,0.8025,878,411,1142,811
1237,41.30,boneka-asli,0.8599,862,413,1114,817
1237,41.30,boneka-dummy,0.7636,274,489,519,790
1238,41.33,boneka-dummy,0.8373,261,483,492,793
1238,41.33,boneka-asli,0.7890,843,417,1101,821
1239,41.37,boneka-dummy,0.8238,234,493,480,793
1239,41.37,boneka-asli,0.7877,823,417,1093,823
1240,41.40,boneka-dummy,0.8614,218,485,459,796
1240,41.40,boneka-asli,0.8125,807,417,1065,823
1241,41.43,boneka-dummy,0.8418,189,486,443,793
1241,41.43,boneka-asli,0.7308,785,412,1051,825
1242,41.47,boneka-dummy,0.8326,167,482,407,793
1242,41.47,boneka-asli,0.7713,770,409,1035,821
1243,41.50,boneka-dummy,0.8299,137,484,398,793
1243,41.50,boneka-asli,0.8033,748,409,999,818
1244,41.53,boneka-dummy,0.8390,115,481,367,793
1244,41.53,boneka-asli,0.7951,723,405,992,816
1245,41.57,boneka-dummy,0.8405,96,478,350,791
1245,41.57,boneka-asli,0.7737,699,404,960,814
1246,41.60,boneka-dummy,0.7778,72,483,316,787
1246,41.60,boneka-asli,0.7165,673,400,945,810
1247,41.63,boneka-asli,0.8100,640,397,908,800
1247,41.63,boneka-dummy,0.7765,23,471,288,778
1248,41.67,boneka-asli,0.7639,618,389,881,797
1248,41.67,boneka-dummy,0.7253,11,456,277,775
1249,41.70,boneka-asli,0.8265,581,387,859,789
1249,41.70,boneka-dummy,0.6121,2,450,230,772
1250,41.73,boneka-asli,0.7606,555,380,823,790
1250,41.73,boneka-dummy,0.5881,0,450,199,767
